Date,M1,M2,M3,M4,M5,M6,M7,M8,M9,Grand Total,,,
8/3/16 7:00 AM,1,1,0,0,0,2,0,0,1,5,,,
8/3/16 8:00 AM,2,0,0,0,1,1,2,1,3,10,,,
8/3/16 9:00 AM,2,0,1,0,0,0,2,1,2,8,,,
8/3/16 10:00 AM,0,1,1,0,0,0,2,1,2,7,,,
8/3/16 11:00 AM,1,0,1,0,0,1,2,0,2,7,,,
8/3/16 12:00 PM,3,3,1,0,0,1,1,0,2,11,,,
8/3/16 1:00 PM,1,1,0,0,0,1,2,2,2,9,,,
8/3/16 2:00 PM,1,0,0,0,0,0,0,2,0,3,,,
8/3/16 3:00 PM,2,1,3,0,0,2,0,1,3,12,,,
8/3/16 4:00 PM,0,0,1,1,1,1,1,1,2,8,,,
8/3/16 5:00 PM,3,0,1,1,0,1,1,0,1,8,,,
8/3/16 6:00 PM,1,1,0,0,0,1,1,0,2,6,,,
8/3/16 7:00 PM,1,3,1,1,0,1,2,0,1,10,,,
8/3/16 8:00 PM,3,2,2,0,1,0,0,1,2,11,,,
8/3/16 9:00 PM,2,0,0,1,1,3,1,0,1,9,,,
8/3/16 10:00 PM,3,2,1,0,0,2,1,1,3,13,,,
8/3/16 11:00 PM,1,1,2,0,0,1,2,0,1,8,,,
8/4/16 1:00 AM,4,1,1,0,0,1,1,0,1,9,,,
8/4/16 2:00 AM,1,1,2,0,0,0,1,1,3,9,,,
8/4/16 3:00 AM,2,0,0,0,1,1,0,1,2,7,,,
8/4/16 4:00 AM,2,1,0,0,0,1,1,0,1,6,,,
8/4/16 5:00 AM,2,1,1,0,0,2,1,2,2,11,,,
8/4/16 6:00 AM,1,1,1,0,2,1,3,0,2,11,,,
8/4/16 7:00 AM,3,1,0,1,0,0,2,1,2,10,,,
8/4/16 8:00 AM,2,4,1,1,1,1,1,1,1,13,,,
8/4/16 9:00 AM,2,1,0,1,1,1,4,2,0,12,,,
8/4/16 10:00 AM,3,0,2,0,0,1,1,2,3,12,,,
8/4/16 11:00 AM,2,0,0,0,1,0,1,0,4,8,,,
8/4/16 12:00 PM,1,1,0,1,0,2,2,0,1,8,,,
8/4/16 1:00 PM,0,1,2,0,0,4,1,2,2,12,,,
8/4/16 2:00 PM,1,0,0,1,0,0,2,0,0,4,,,
8/4/16 3:00 PM,1,0,2,1,0,1,1,1,1,8,,,
8/4/16 4:00 PM,0,0,2,1,0,2,3,2,1,11,,,
8/4/16 5:00 PM,1,1,0,0,0,1,1,2,2,8,,,
8/4/16 6:00 PM,2,1,0,1,0,1,1,0,3,9,,,
8/4/16 7:00 PM,1,2,1,1,1,2,1,3,1,13,,,
8/4/16 8:00 PM,2,1,4,0,1,2,2,0,2,14,,,
8/4/16 9:00 PM,1,1,1,0,0,1,3,0,2,9,,,
8/4/16 10:00 PM,3,0,1,0,0,0,3,2,3,12,,,
8/4/16 11:00 PM,1,2,2,0,0,2,1,1,2,11,,,
8/5/16 12:00 AM,2,0,3,1,0,1,2,0,1,10,,,
8/5/16 1:00 AM,0,1,1,0,1,1,0,2,1,7,,,
8/5/16 2:00 AM,4,2,0,0,0,1,1,1,3,12,,,
8/5/16 3:00 AM,1,1,2,1,1,1,2,0,1,10,,,
8/5/16 4:00 AM,0,1,3,0,0,3,2,2,3,14,,,
8/5/16 5:00 AM,3,0,0,0,0,1,0,2,1,7,,,
8/5/16 6:00 AM,1,0,1,1,0,1,0,2,2,8,,,
8/5/16 7:00 AM,0,1,0,0,1,0,2,1,1,6,,,
8/5/16 8:00 AM,1,2,1,0,1,1,1,2,4,13,,,
8/5/16 9:00 AM,1,2,2,0,0,1,0,2,1,9,,,
8/5/16 10:00 AM,0,1,3,0,0,0,1,1,1,7,,,
8/5/16 11:00 AM,1,0,0,0,0,1,3,2,4,11,,,
8/5/16 12:00 PM,1,2,1,0,0,2,0,1,3,10,,,
8/5/16 1:00 PM,3,3,1,1,0,2,1,2,2,15,,,
8/5/16 2:00 PM,0,3,1,2,0,2,0,0,1,9,,,
8/5/16 3:00 PM,0,1,1,0,1,1,0,1,1,6,,,
8/5/16 4:00 PM,3,1,1,0,0,1,2,0,1,9,,,
8/5/16 5:00 PM,0,1,0,0,0,0,2,1,3,7,,,
8/5/16 6:00 PM,2,0,2,1,1,1,2,0,1,10,,,
8/5/16 7:00 PM,3,2,0,0,0,0,0,2,1,8,,,
8/5/16 8:00 PM,3,1,0,0,0,3,0,2,1,10,,,
8/5/16 9:00 PM,2,1,3,1,0,0,2,2,1,12,,,
8/5/16 10:00 PM,4,0,1,0,0,0,2,1,1,9,,,
8/5/16 11:00 PM,1,2,2,0,1,1,0,0,1,8,,,
8/6/16 12:00 AM,0,0,1,1,0,1,1,1,2,7,,,
8/6/16 1:00 AM,2,1,1,1,0,2,2,0,3,12,,,
8/6/16 2:00 AM,0,2,0,0,0,1,1,0,0,4,,,
8/6/16 3:00 AM,2,0,0,2,0,1,1,1,1,8,,,
8/6/16 4:00 AM,0,1,1,0,0,2,2,0,1,7,,,
8/6/16 5:00 AM,1,1,0,0,0,1,1,1,1,6,,,
8/6/16 6:00 AM,1,1,1,0,0,1,0,3,2,9,,,
8/6/16 7:00 AM,0,0,0,0,0,0,1,1,3,5,,,
8/6/16 8:00 AM,2,2,0,0,0,1,1,1,2,9,,,
8/6/16 9:00 AM,2,2,1,0,0,2,0,3,3,13,,,
8/6/16 10:00 AM,1,0,1,1,0,1,2,0,3,9,,,
8/6/16 11:00 AM,2,1,0,0,0,0,1,1,1,6,,,
8/6/16 12:00 PM,1,2,0,1,0,2,2,1,1,10,,,
8/6/16 1:00 PM,1,2,1,0,0,0,0,0,2,6,,,
8/6/16 2:00 PM,2,3,3,0,1,1,2,1,2,15,,,
8/6/16 3:00 PM,2,1,2,1,0,0,2,0,3,11,,,
8/6/16 4:00 PM,3,1,0,0,0,1,1,0,0,6,,,
8/6/16 5:00 PM,4,1,0,1,2,0,0,2,0,10,,,
8/6/16 6:00 PM,2,0,2,0,0,1,3,0,0,8,,,
8/6/16 7:00 PM,2,0,1,1,0,0,1,1,2,8,,,
8/6/16 8:00 PM,2,1,0,0,1,0,3,1,3,11,,,
8/6/16 9:00 PM,3,1,0,1,0,0,1,0,2,8,,,
8/6/16 10:00 PM,1,2,2,0,1,1,1,0,2,10,,,
8/6/16 11:00 PM,1,1,1,0,1,1,1,1,0,7,,,
8/7/16 1:00 AM,2,3,1,1,0,0,0,0,0,7,,,
8/7/16 2:00 AM,2,1,0,1,0,1,2,2,1,10,,,
8/7/16 3:00 AM,2,3,1,0,0,1,3,2,2,14,,,
8/7/16 4:00 AM,2,1,0,1,0,1,1,0,4,10,,,
8/7/16 5:00 AM,2,3,1,0,1,0,0,0,1,8,,,
8/7/16 6:00 AM,2,0,1,0,0,0,1,1,2,7,,,
8/7/16 7:00 AM,1,2,0,0,0,0,2,2,0,7,,,
8/7/16 8:00 AM,1,0,1,0,0,1,1,2,1,7,,,
8/7/16 9:00 AM,1,1,0,0,0,0,0,0,0,2,,,
8/7/16 10:00 AM,2,3,1,0,1,1,1,0,0,9,,,
8/7/16 11:00 AM,1,0,2,0,0,1,0,1,2,7,,,
8/7/16 12:00 PM,1,1,1,0,0,1,1,2,1,8,,,
8/7/16 1:00 PM,1,2,3,1,0,1,1,1,2,12,,,
8/7/16 2:00 PM,3,1,2,1,0,1,1,4,2,15,,,
8/7/16 3:00 PM,1,1,0,0,0,1,0,1,2,6,,,
8/7/16 4:00 PM,1,2,2,0,0,1,1,1,0,8,,,
8/7/16 5:00 PM,0,0,0,0,0,1,2,0,2,5,,,
8/7/16 6:00 PM,0,1,1,0,1,2,2,2,3,12,,,
8/7/16 7:00 PM,3,2,0,0,0,1,1,0,0,7,,,
8/7/16 8:00 PM,2,2,0,2,0,0,1,2,1,10,,,
8/7/16 9:00 PM,1,0,1,0,0,2,1,0,0,5,,,
8/7/16 10:00 PM,0,1,0,0,0,1,2,0,2,6,,,
8/7/16 11:00 PM,2,1,1,0,0,1,3,0,1,9,,,
8/8/16 12:00 AM,0,4,2,0,0,2,0,0,2,10,,,
8/8/16 1:00 AM,3,1,2,0,1,0,1,3,2,13,,,
8/8/16 2:00 AM,3,1,1,0,1,1,2,1,2,12,,,
8/8/16 3:00 AM,3,1,0,0,0,0,0,1,3,8,,,
8/8/16 4:00 AM,2,2,0,1,0,3,3,2,3,16,,,
8/8/16 5:00 AM,0,1,1,1,0,0,3,1,0,7,,,
8/8/16 6:00 AM,1,3,2,0,0,1,0,2,2,11,,,
8/8/16 7:00 AM,3,2,2,0,0,0,0,1,2,10,,,
8/8/16 8:00 AM,0,1,1,0,1,0,1,0,2,6,,,
8/8/16 9:00 AM,1,2,1,0,0,0,1,2,2,9,,,
8/8/16 10:00 AM,1,1,0,1,0,0,1,1,1,6,,,
8/8/16 11:00 AM,1,2,3,0,0,0,1,1,3,11,,,
8/8/16 12:00 PM,1,1,1,0,0,1,2,0,1,7,,,
8/8/16 1:00 PM,2,0,0,0,0,0,0,1,2,5,,,
8/8/16 2:00 PM,3,1,2,0,0,0,0,1,2,9,,,
8/8/16 3:00 PM,2,2,1,0,0,2,1,1,2,11,,,
8/8/16 4:00 PM,1,1,1,1,0,2,1,1,1,9,,,
8/8/16 5:00 PM,1,1,0,1,1,2,0,1,1,8,,,
8/8/16 6:00 PM,1,0,1,0,0,1,1,1,2,7,,,
8/8/16 7:00 PM,3,1,1,0,1,2,2,1,2,13,,,
8/8/16 8:00 PM,2,0,1,0,0,0,0,0,1,4,,,
8/8/16 9:00 PM,2,1,1,1,0,2,0,2,0,9,,,
8/8/16 10:00 PM,2,1,0,0,1,1,1,1,2,9,,,
8/8/16 11:00 PM,3,1,1,0,1,1,1,2,0,10,,,
8/9/16 12:00 AM,3,0,2,0,0,2,2,2,1,12,,,
8/9/16 1:00 AM,1,0,2,1,1,1,1,3,2,12,,,
8/9/16 2:00 AM,1,2,1,0,0,1,0,1,1,7,,,
8/9/16 3:00 AM,0,0,3,1,0,0,1,1,2,8,,,
8/9/16 4:00 AM,2,2,0,1,1,1,1,2,2,12,,,
8/9/16 5:00 AM,1,1,1,0,1,2,1,1,1,9,,,
8/9/16 6:00 AM,2,2,2,0,0,0,2,1,2,11,,,
8/9/16 7:00 AM,0,1,1,0,1,1,0,0,0,4,,,
8/9/16 8:00 AM,2,2,1,0,1,0,1,1,3,11,,,
8/9/16 9:00 AM,3,0,1,0,1,1,1,0,2,9,,,
8/9/16 10:00 AM,2,1,0,0,1,0,1,0,1,6,,,
8/9/16 11:00 AM,1,1,1,0,0,3,1,1,2,10,,,
8/9/16 12:00 PM,2,1,1,1,0,1,1,2,3,12,,,
8/9/16 1:00 PM,2,1,0,0,0,0,0,2,2,7,,,
8/9/16 2:00 PM,1,0,0,0,0,2,1,0,0,4,,,
8/9/16 3:00 PM,0,1,2,1,1,0,0,3,3,11,,,
8/9/16 4:00 PM,1,2,2,0,0,1,0,1,2,9,,,
8/9/16 5:00 PM,3,2,1,0,1,2,1,1,2,13,,,
8/9/16 6:00 PM,1,3,2,0,0,1,0,2,3,12,,,
8/9/16 7:00 PM,2,0,1,1,1,0,1,2,1,9,,,
8/9/16 8:00 PM,2,1,2,0,0,0,1,3,2,11,,,
8/9/16 9:00 PM,3,1,1,0,0,1,2,0,2,10,,,
8/9/16 10:00 PM,2,1,1,1,0,3,1,0,2,11,,,
8/9/16 11:00 PM,0,3,2,1,0,1,1,1,0,9,,,
8/10/16 12:00 AM,1,2,0,1,0,3,1,1,2,11,,,
8/10/16 1:00 AM,3,0,0,0,0,1,2,2,2,10,,,
8/10/16 2:00 AM,1,2,2,0,0,0,0,1,1,7,,,
8/10/16 3:00 AM,0,1,1,1,0,3,1,2,2,11,,,
8/10/16 4:00 AM,1,2,2,1,0,1,2,1,2,12,,,
8/10/16 5:00 AM,2,1,1,1,0,2,1,2,2,12,,,
8/10/16 6:00 AM,1,1,0,1,1,2,1,2,0,9,,,
8/10/16 7:00 AM,3,1,1,0,0,1,2,0,3,11,,,
8/10/16 8:00 AM,2,0,0,1,0,3,0,2,2,10,,,
8/10/16 9:00 AM,0,1,2,0,0,1,2,2,2,10,,,
8/10/16 10:00 AM,2,0,0,2,0,2,1,2,1,10,,,
8/10/16 11:00 AM,0,0,2,0,0,0,1,1,2,6,,,
8/10/16 12:00 PM,2,0,2,0,1,0,1,1,1,8,,,
8/10/16 1:00 PM,2,2,1,0,1,1,3,1,1,12,,,
8/10/16 2:00 PM,2,0,2,1,0,2,1,1,0,9,,,
8/10/16 3:00 PM,2,2,1,0,0,1,2,1,2,11,,,
8/10/16 4:00 PM,1,1,2,0,0,1,1,1,2,9,,,
8/10/16 5:00 PM,0,0,0,0,0,0,1,2,1,4,,,
8/10/16 6:00 PM,1,0,0,1,2,1,1,1,2,9,,,
8/10/16 7:00 PM,2,2,1,0,0,0,2,2,1,10,,,
8/10/16 8:00 PM,1,0,0,0,0,2,3,4,0,10,,,
8/10/16 9:00 PM,3,2,1,0,0,3,1,0,0,10,,,
8/10/16 10:00 PM,2,1,1,1,0,1,0,1,1,8,,,
8/10/16 11:00 PM,3,2,2,0,0,1,1,1,2,12,,,
8/11/16 12:00 AM,3,1,1,0,1,0,1,1,1,9,,,
8/11/16 1:00 AM,2,0,2,1,0,1,0,1,2,9,,,
8/11/16 2:00 AM,2,0,1,0,0,0,1,0,3,7,,,
8/11/16 3:00 AM,2,2,1,1,0,0,0,3,3,12,,,
8/11/16 4:00 AM,2,0,1,0,0,1,2,1,2,9,,,
8/11/16 5:00 AM,2,1,2,2,0,1,0,1,1,10,,,
8/11/16 6:00 AM,2,1,0,0,0,3,1,1,1,9,,,
8/11/16 7:00 AM,2,1,1,0,1,1,1,2,1,10,,,
8/11/16 8:00 AM,0,1,0,1,0,0,1,1,2,6,,,
8/11/16 9:00 AM,0,0,0,1,1,0,2,1,2,7,,,
8/11/16 10:00 AM,0,1,1,0,0,2,2,1,3,10,,,
8/11/16 11:00 AM,0,1,2,1,0,1,1,1,2,9,,,
8/11/16 12:00 PM,2,0,2,0,0,1,1,1,1,8,,,
8/11/16 1:00 PM,0,1,2,0,0,0,2,1,2,8,,,
8/11/16 2:00 PM,1,0,2,0,0,0,2,1,0,6,,,
8/11/16 3:00 PM,2,0,2,1,0,1,1,1,0,8,,,
8/11/16 4:00 PM,2,0,0,1,0,1,2,1,1,8,,,
8/11/16 5:00 PM,2,1,0,1,1,1,1,0,2,9,,,
8/11/16 6:00 PM,1,1,0,0,0,0,0,0,1,3,,,
8/11/16 7:00 PM,1,2,1,0,0,0,1,0,2,7,,,
8/11/16 8:00 PM,0,2,2,0,0,2,2,2,3,13,,,
8/11/16 9:00 PM,1,2,1,0,0,1,0,1,1,7,,,
8/11/16 10:00 PM,2,2,2,1,0,1,1,0,2,11,,,
8/11/16 11:00 PM,3,1,2,1,1,1,1,0,3,13,,,
8/12/16 12:00 AM,2,2,2,0,0,1,1,1,1,10,,,
8/12/16 1:00 AM,2,0,2,0,2,1,1,1,2,11,,,
8/12/16 2:00 AM,1,0,0,1,0,0,0,2,2,6,,,
8/12/16 3:00 AM,3,1,2,1,0,2,0,3,2,14,,,
8/12/16 4:00 AM,2,1,0,0,0,1,1,1,3,9,,,
8/12/16 5:00 AM,1,1,3,0,0,0,2,2,1,10,,,
8/12/16 6:00 AM,3,0,2,0,0,3,1,2,2,13,,,
8/12/16 7:00 AM,1,0,1,0,0,0,1,0,0,3,,,
8/12/16 8:00 AM,1,1,0,2,1,1,1,3,2,12,,,
8/12/16 9:00 AM,1,4,1,1,1,0,0,1,0,9,,,
8/12/16 10:00 AM,1,1,1,0,1,2,1,0,0,7,,,
8/12/16 11:00 AM,0,3,1,1,0,1,2,0,1,9,,,
8/12/16 12:00 PM,0,1,1,0,0,3,2,2,3,12,,,
8/12/16 1:00 PM,2,1,0,0,0,0,1,1,2,7,,,
8/12/16 2:00 PM,3,1,0,1,0,1,0,0,2,8,,,
8/12/16 3:00 PM,2,0,1,0,0,3,1,1,0,8,,,
8/12/16 4:00 PM,2,1,1,0,0,0,0,1,1,6,,,
8/12/16 5:00 PM,1,1,1,0,0,2,0,0,0,5,,,
8/12/16 6:00 PM,1,0,2,1,0,1,1,1,1,8,,,
8/12/16 7:00 PM,2,0,1,2,0,2,0,0,1,8,,,
8/12/16 8:00 PM,2,1,0,0,0,1,1,3,1,9,,,
8/12/16 9:00 PM,1,1,1,0,0,2,1,1,2,9,,,
8/12/16 10:00 PM,2,2,3,0,0,1,1,3,3,15,,,
8/12/16 11:00 PM,2,1,0,2,0,0,3,1,1,10,,,
8/13/16 12:00 AM,2,2,2,2,0,1,1,0,2,12,,,
8/13/16 1:00 AM,1,1,1,1,0,1,3,2,2,12,,,
8/13/16 2:00 AM,2,1,2,1,0,1,0,2,2,11,,,
8/13/16 3:00 AM,1,2,1,0,0,0,2,2,2,10,,,
8/13/16 4:00 AM,0,1,2,0,0,0,2,0,2,7,,,
8/13/16 5:00 AM,0,1,1,1,0,1,1,1,2,8,,,
8/13/16 6:00 AM,2,0,1,0,0,2,1,1,2,9,,,
8/13/16 7:00 AM,2,3,0,0,0,2,1,2,3,13,,,
8/13/16 8:00 AM,3,2,2,0,1,3,1,1,2,15,,,
8/13/16 9:00 AM,3,0,0,0,0,1,1,3,2,10,,,
8/13/16 10:00 AM,0,1,1,1,0,1,0,1,3,8,,,
8/13/16 11:00 AM,1,2,0,1,1,1,2,0,3,11,,,
8/13/16 12:00 PM,2,1,1,0,0,1,1,1,1,8,,,
8/13/16 1:00 PM,0,2,0,2,0,3,2,1,1,11,,,
8/13/16 2:00 PM,2,1,1,0,0,0,2,1,2,9,,,
8/13/16 3:00 PM,1,0,0,0,0,3,0,1,2,7,,,
8/13/16 4:00 PM,2,2,1,0,0,2,1,1,1,10,,,
8/13/16 5:00 PM,2,2,1,1,0,0,1,1,1,9,,,
8/13/16 6:00 PM,1,1,0,1,2,1,2,0,2,10,,,
8/13/16 7:00 PM,2,0,3,0,0,1,2,1,0,9,,,
8/13/16 8:00 PM,2,2,2,0,0,0,1,2,2,11,,,
8/13/16 9:00 PM,4,1,0,0,0,1,2,2,1,11,,,
8/13/16 10:00 PM,1,2,0,0,1,1,3,2,1,11,,,
8/13/16 11:00 PM,2,1,0,0,0,2,2,0,0,7,,,
8/14/16 12:00 AM,3,0,0,0,0,1,1,1,1,7,,,
8/14/16 1:00 AM,0,1,2,0,1,0,2,2,0,8,,,
8/14/16 2:00 AM,2,1,1,1,0,1,3,1,3,13,,,
8/14/16 3:00 AM,2,1,1,0,1,2,1,1,1,10,,,
8/14/16 4:00 AM,1,0,0,0,0,0,1,2,3,7,,,
8/14/16 5:00 AM,3,1,0,1,0,1,1,0,1,8,,,
8/14/16 6:00 AM,1,2,0,0,1,2,0,0,1,7,,,
8/14/16 7:00 AM,1,1,1,1,0,0,1,2,1,8,,,
8/14/16 8:00 AM,2,1,2,1,0,1,1,0,2,10,,,
8/14/16 9:00 AM,1,2,1,1,0,2,2,1,1,11,,,
8/14/16 10:00 AM,1,2,1,0,0,2,1,1,1,9,,,
8/14/16 11:00 AM,1,1,0,0,0,0,2,1,1,6,,,
8/14/16 12:00 PM,1,2,1,0,0,2,3,1,4,14,,,
8/14/16 1:00 PM,1,2,2,0,0,3,2,0,1,11,,,
8/14/16 2:00 PM,2,1,1,0,1,2,2,2,0,11,,,
8/14/16 3:00 PM,2,2,0,0,1,1,1,2,2,11,,,
8/14/16 4:00 PM,2,1,1,1,1,1,2,0,2,11,,,
8/14/16 5:00 PM,1,2,0,0,0,2,3,2,0,10,,,
8/14/16 6:00 PM,2,0,2,2,0,0,2,2,1,11,,,
8/14/16 7:00 PM,1,1,0,0,0,2,2,2,3,11,,,
8/14/16 8:00 PM,3,3,0,1,1,0,2,1,1,12,,,
8/14/16 9:00 PM,0,3,1,1,0,1,0,0,3,9,,,
8/14/16 10:00 PM,1,0,2,0,2,0,2,0,1,8,,,
8/14/16 11:00 PM,2,1,2,1,0,1,2,2,2,13,,,
8/15/16 12:00 AM,2,0,4,1,0,2,1,0,3,13,,,
8/15/16 1:00 AM,1,2,0,0,0,2,0,1,2,8,,,
8/15/16 2:00 AM,2,1,1,0,0,1,1,2,1,9,,,
8/15/16 3:00 AM,3,0,1,1,0,1,2,3,1,12,,,
8/15/16 4:00 AM,1,2,0,0,0,1,1,2,1,8,,,
8/15/16 5:00 AM,1,0,2,1,0,1,0,0,3,8,,,
8/15/16 6:00 AM,2,2,2,0,0,2,2,1,1,12,,,
8/15/16 7:00 AM,2,3,1,0,0,2,4,2,1,15,,,
8/15/16 8:00 AM,3,1,0,0,0,2,1,3,3,13,,,
8/15/16 9:00 AM,4,3,2,0,0,2,3,1,1,16,,,
8/15/16 10:00 AM,3,1,3,0,0,2,2,1,1,13,,,
8/15/16 11:00 AM,2,1,1,0,2,0,1,0,0,7,,,
8/15/16 12:00 PM,0,0,1,0,0,1,2,1,4,9,,,
8/15/16 1:00 PM,1,0,1,0,0,1,1,2,3,9,,,
8/15/16 2:00 PM,1,1,0,0,1,0,1,1,2,7,,,
8/15/16 3:00 PM,0,0,1,0,0,2,2,0,0,5,,,
8/15/16 4:00 PM,2,0,0,0,0,1,1,1,0,5,,,
8/15/16 5:00 PM,1,1,0,0,0,2,1,0,2,7,,,
8/15/16 6:00 PM,3,1,2,0,0,1,1,3,1,12,,,
8/15/16 7:00 PM,2,2,2,0,0,1,1,1,0,9,,,
8/15/16 8:00 PM,2,2,0,2,1,2,0,1,2,12,,,
8/15/16 9:00 PM,1,1,0,0,1,1,0,3,2,9,,,
8/15/16 10:00 PM,1,1,3,1,0,1,0,3,1,11,,,
8/15/16 11:00 PM,1,2,2,0,2,2,1,0,1,11,,,
8/16/16 12:00 AM,1,2,1,0,1,1,2,1,4,13,,,
8/16/16 1:00 AM,0,0,3,0,0,1,0,0,2,6,,,
8/16/16 2:00 AM,1,1,1,0,1,0,2,2,1,9,,,
8/16/16 3:00 AM,1,1,1,0,2,0,0,3,1,9,,,
8/16/16 4:00 AM,2,1,2,1,0,0,4,0,3,13,,,
8/16/16 5:00 AM,3,0,3,0,0,2,0,2,2,12,,,
8/16/16 6:00 AM,2,1,0,1,0,1,2,0,1,8,,,
8/16/16 7:00 AM,1,1,3,0,0,0,2,0,0,7,,,
8/16/16 8:00 AM,2,4,1,0,1,0,3,2,3,16,,,
8/16/16 9:00 AM,1,1,1,0,0,0,2,1,2,8,,,
8/16/16 10:00 AM,3,2,0,0,0,0,0,1,1,7,,,
8/16/16 11:00 AM,3,3,2,0,0,0,1,1,3,13,,,
8/16/16 12:00 PM,3,1,2,0,0,1,1,0,1,9,,,
8/16/16 1:00 PM,2,2,0,1,1,3,2,1,1,13,,,
8/16/16 2:00 PM,1,3,3,0,0,1,0,1,2,11,,,
8/16/16 3:00 PM,3,2,0,0,0,2,0,0,2,9,,,
8/16/16 4:00 PM,1,1,1,0,0,0,0,1,1,5,,,
8/16/16 5:00 PM,3,1,3,0,1,4,2,1,2,17,,,
8/16/16 6:00 PM,0,2,2,0,0,1,2,2,1,10,,,
8/16/16 7:00 PM,1,2,1,0,0,1,0,0,2,7,,,
8/16/16 8:00 PM,2,1,1,0,1,0,4,2,4,15,,,
8/16/16 9:00 PM,2,0,2,0,0,1,0,0,2,7,,,
8/16/16 10:00 PM,0,0,1,2,1,1,1,1,0,7,,,
8/16/16 11:00 PM,1,3,1,1,1,3,0,1,1,12,,,
8/17/16 12:00 AM,1,0,1,1,0,0,2,0,0,5,,,
8/17/16 1:00 AM,2,1,1,0,0,0,3,0,0,7,,,
8/17/16 2:00 AM,1,3,0,0,0,4,1,2,2,13,,,
8/17/16 3:00 AM,3,4,0,0,0,3,0,1,2,13,,,
8/17/16 4:00 AM,2,0,0,4,0,0,1,1,2,10,,,
8/17/16 5:00 AM,1,1,1,0,0,1,1,1,1,7,,,
8/17/16 6:00 AM,1,2,1,0,0,1,1,1,2,9,,,
8/17/16 7:00 AM,0,0,0,0,0,2,0,0,2,4,,,
8/17/16 8:00 AM,2,2,1,1,0,1,0,2,2,11,,,
8/17/16 9:00 AM,3,1,2,0,0,0,0,2,2,10,,,
8/17/16 10:00 AM,1,2,1,0,0,0,1,1,2,8,,,
8/17/16 11:00 AM,0,0,2,1,1,0,0,1,3,8,,,
8/17/16 12:00 PM,3,1,2,1,1,1,1,2,2,14,,,
8/17/16 1:00 PM,0,0,1,0,0,0,0,0,3,4,,,
8/17/16 2:00 PM,4,2,1,0,1,1,2,1,3,15,,,
8/17/16 3:00 PM,2,3,3,0,1,0,1,2,3,15,,,
8/17/16 4:00 PM,1,2,0,1,0,0,2,0,1,7,,,
8/17/16 5:00 PM,3,2,2,0,1,2,1,0,2,13,,,
8/17/16 6:00 PM,2,2,1,0,1,0,2,1,1,10,,,
8/17/16 7:00 PM,1,1,1,0,1,0,1,0,1,6,,,
8/17/16 8:00 PM,3,2,2,0,0,0,2,1,0,10,,,
8/17/16 9:00 PM,0,2,1,0,0,1,1,0,1,6,,,
8/17/16 10:00 PM,2,0,2,0,0,0,2,2,2,10,,,
8/17/16 11:00 PM,3,1,0,0,0,1,0,1,1,7,,,
8/18/16 12:00 AM,1,2,2,1,1,1,1,1,0,10,,,
8/18/16 1:00 AM,3,2,1,1,1,3,1,0,3,15,,,
8/18/16 2:00 AM,0,1,0,1,0,1,1,2,1,7,,,
8/18/16 3:00 AM,0,2,2,0,0,1,0,1,2,8,,,
8/18/16 4:00 AM,2,1,1,0,0,0,3,1,3,11,,,
8/18/16 5:00 AM,2,1,0,0,1,2,1,2,0,9,,,
8/18/16 6:00 AM,1,0,2,0,0,1,1,1,0,6,,,
8/18/16 7:00 AM,1,0,2,2,0,2,0,0,1,8,,,
8/18/16 8:00 AM,1,1,3,0,0,2,0,1,2,10,,,
8/18/16 9:00 AM,1,1,0,1,0,2,1,1,1,8,,,
8/18/16 10:00 AM,0,0,0,2,0,1,1,1,3,8,,,
8/18/16 11:00 AM,3,1,1,0,0,1,1,0,2,9,,,
8/18/16 12:00 PM,2,2,2,1,1,1,2,0,1,12,,,
8/18/16 1:00 PM,1,0,0,2,1,1,2,0,2,9,,,
8/18/16 2:00 PM,3,2,0,0,0,2,0,0,2,9,,,
8/18/16 3:00 PM,3,1,1,0,1,2,0,1,2,11,,,
8/18/16 4:00 PM,1,3,0,1,1,0,0,0,3,9,,,
8/18/16 5:00 PM,1,2,0,0,0,3,2,1,1,10,,,
8/18/16 6:00 PM,2,0,1,0,1,2,1,1,1,9,,,
8/18/16 7:00 PM,1,0,0,0,0,1,1,3,1,7,,,
8/18/16 8:00 PM,2,1,1,0,0,0,1,2,2,9,,,
8/18/16 9:00 PM,3,0,0,1,2,2,2,0,4,14,,,
8/18/16 10:00 PM,0,1,0,0,0,1,1,0,1,4,,,
8/18/16 11:00 PM,1,1,1,0,0,1,0,1,3,8,,,
8/19/16 12:00 AM,2,0,2,1,0,1,0,1,1,8,,,
8/19/16 1:00 AM,1,0,0,1,0,0,0,1,2,5,,,
8/19/16 2:00 AM,1,1,0,0,2,2,1,2,2,11,,,
8/19/16 3:00 AM,1,1,1,0,0,1,1,2,1,8,,,
8/19/16 4:00 AM,1,0,1,0,0,1,2,2,3,10,,,
8/19/16 5:00 AM,0,1,0,0,0,3,2,2,0,8,,,
8/19/16 6:00 AM,1,2,1,0,0,2,1,1,2,10,,,
8/19/16 7:00 AM,3,0,1,0,1,0,1,2,1,9,,,
8/19/16 8:00 AM,3,3,1,0,0,1,3,1,2,14,,,
8/19/16 9:00 AM,2,0,1,0,1,3,0,3,2,12,,,
8/19/16 10:00 AM,1,2,3,1,1,1,3,1,1,14,,,
8/19/16 11:00 AM,1,3,0,0,0,2,1,1,1,9,,,
